date,temperature,humidity
2024-09-01,18.0,65.0
2024-09-02,18.1010101010101,64.54545454545455
2024-09-03,18.2020202020202,64.0909090909091
2024-09-04,18.303030303030305,63.63636363636363
2024-09-05,18.404040404040405,63.18181818181818
2024-09-06,18.505050505050505,62.72727272727273
2024-09-07,18.606060606060606,62.27272727272727
2024-09-08,18.707070707070706,61.81818181818182
2024-09-09,18.80808080808081,61.36363636363637
2024-09-10,18.90909090909091,60.90909090909091
2024-09-11,19.01010101010101,60.45454545454545
2024-09-12,19.11111111111111,60.0
2024-09-13,19.21212121212121,59.54545454545455
2024-09-14,19.313131313131315,59.09090909090909
2024-09-15,19.414141414141415,58.63636363636364
2024-09-16,19.515151515151516,58.18181818181818
2024-09-17,19.616161616161616,57.72727272727273
2024-09-18,19.717171717171716,57.27272727272727
2024-09-19,19.818181818181817,56.81818181818182
2024-09-20,19.91919191919192,56.36363636363636
2024-09-21,20.02020202020202,55.90909090909091
2024-09-22,20.12121212121212,55.45454545454545
2024-09-23,20.22222222222222,55.0
2024-09-24,20.32323232323232,54.54545454545455
2024-09-25,20.424242424242426,54.09090909090909
2024-09-26,20.525252525252526,53.63636363636364
2024-09-27,20.626262626262626,53.18181818181818
2024-09-28,20.727272727272727,52.72727272727273
2024-09-29,20.828282828282827,52.27272727272727
2024-09-30,20.929292929292927,51.81818181818182
2024-10-01,21.03030303030303,51.36363636363636
2024-10-02,21.13131313131313,50.90909090909091
2024-10-03,21.232323232323232,50.45454545454545
2024-10-04,21.333333333333332,50.0
2024-10-05,21.434343434343432,49.54545454545455
2024-10-06,21.535353535353536,49.09090909090909
2024-10-07,21.636363636363637,48.63636363636364
2024-10-08,21.737373737373737,48.18181818181819
2024-10-09,21.838383838383837,47.72727272727273
2024-10-10,21.939393939393938,47.27272727272727
2024-10-11,22.04040404040404,46.81818181818182
2024-10-12,22.141414141414142,46.36363636363636
2024-10-13,22.242424242424242,45.90909090909091
2024-10-14,22.343434343434343,45.45454545454545
2024-10-15,22.444444444444443,45.0
2024-10-16,22.545454545454547,44.54545454545455
2024-10-17,22.646464646464647,44.09090909090909
2024-10-18,22.747474747474747,43.63636363636364
2024-10-19,22.848484848484848,43.18181818181819
2024-10-20,22.949494949494948,42.72727272727273
2024-10-21,23.050505050505052,42.27272727272727
2024-10-22,23.151515151515152,41.81818181818182
2024-10-23,23.252525252525253,41.36363636363636
2024-10-24,23.353535353535353,40.90909090909091
2024-10-25,23.454545454545453,40.45454545454545
2024-10-26,23.555555555555557,40.0
2024-10-27,23.656565656565657,39.54545454545455
2024-10-28,23.757575757575758,39.09090909090909
2024-10-29,23.858585858585858,38.63636363636364
2024-10-30,23.95959595959596,38.18181818181819
2024-10-31,24.060606060606062,37.72727272727273
2024-11-01,24.161616161616163,37.27272727272727
2024-11-02,24.262626262626263,36.81818181818182
2024-11-03,24.363636363636363,36.36363636363636
2024-11-04,24.464646464646464,35.90909090909091
2024-11-05,24.565656565656568,35.45454545454545
2024-11-06,24.666666666666668,35.0
2024-11-07,24.767676767676768,34.54545454545455
2024-11-08,24.86868686868687,34.09090909090909
2024-11-09,24.96969696969697,33.63636363636364
2024-11-10,25.070707070707073,33.18181818181819
2024-11-11,25.17171717171717,32.72727272727273
2024-11-12,25.272727272727273,32.27272727272727
2024-11-13,25.373737373737374,31.81818181818182
2024-11-14,25.474747474747474,31.363636363636367
2024-11-15,25.575757575757574,30.909090909090914
2024-11-16,25.676767676767675,30.454545454545453
2024-11-17,25.77777777777778,30.0
2024-11-18,25.87878787878788,29.545454545454547
2024-11-19,25.97979797979798,29.090909090909093
2024-11-20,26.080808080808083,28.63636363636364
2024-11-21,26.18181818181818,28.18181818181818
2024-11-22,26.282828282828284,27.727272727272727
2024-11-23,26.383838383838384,27.272727272727273
2024-11-24,26.484848484848484,26.81818181818182
2024-11-25,26.58585858585859,26.363636363636367
2024-11-26,26.686868686868685,25.909090909090914
2024-11-27,26.78787878787879,25.454545454545453
2024-11-28,26.88888888888889,25.0
2024-11-29,26.98989898989899,24.545454545454547
2024-11-30,27.09090909090909,24.090909090909093
2024-12-01,27.19191919191919,23.63636363636364
2024-12-02,27.292929292929294,23.18181818181818
2024-12-03,27.393939393939394,22.727272727272727
2024-12-04,27.494949494949495,22.272727272727273
2024-12-05,27.595959595959595,21.81818181818182
2024-12-06,27.696969696969695,21.363636363636367
2024-12-07,27.7979797979798,20.909090909090914
2024-12-08,27.8989898989899,20.454545454545453
2024-12-09,28.0,20.0
